title,company,location,salary,experience,link,description,skills,location,salary,experience,link,description,skills
Maintenance Fitter Technician,Tann Utility Services,Bangalore/Bengaluru(Electronic City +1),Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-maintenance-fitter-technician-tann-utility-services-bangalore-bengaluru-1-to-3-years-180223004801,"Knowledge of Hydraulics, Pnuematics, moulding m/c, welding machines, SPM, maintenance o...","mechanical,mechanical maintenance,maintenance,Daily mainte",,,,,,
Civil Designer 3D,PREM TEXTILES,"Bangalore/Bengaluru(Bommenahalli), Bommanahalli,Bangalore",Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-civil-designer-3d-prem-textiles-bangalore-bengaluru-bommanahalli-bangalore-4-to-9-years-180123007177,. Around Bommanahalli (radius 10 Km) Bangalore - Reliably commute or planning to reloca...,"Lumion,vray,AutoCAD,civil 3d,Photoshop,3d designing,design,civil design",,,,,,
Vehicle & DT Assembly - Senior Manager (Production),Altigreen Propulsion Labs,Bangalore/Bengaluru,Not disclosed,12-15 Yrs,https://www.naukri.com/job-listings-vehicle-dt-assembly-senior-manager-production-altigreen-bangalore-bengaluru-12-to-15-years-170523501527,. Qualification . A Bachelor degree or diploma in Automobile / Mechanical / Electrical ...,"continuous improvement,product quality,product engineering,quality,monitoring,senior management,issue,improvement",,,,,,
Safety & Loss Prevention Engineer - Resource Center,SBM Offshore,Bangalore/Bengaluru,Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-safety-loss-prevention-engineer-resource-center-sbm-offshore-bangalore-bengaluru-4-to-9-years-170523501342,Minimum Bachelor degree in Chemical Engineering / Instrumentation engineering preferred...,"risk assessment,center,resource,renewable energy,hazop,risk management,management,prevention",,,,,,
SENIOR ENGINEER POWER ELECTRONICS,Fimer Group,Bangalore/Bengaluru,Not disclosed,5-7 Yrs,https://www.naukri.com/job-listings-senior-engineer-power-electronics-fimer-group-bangalore-bengaluru-5-to-7-years-170523500620,Masters Degree in Power Electronics . Prior working experience with Power electronics c...,"engineering,cost reduction,electronics engineering,simulation,failure analysis,thermal engineering,power electronics,thermal",,,,,,
Senior Structural Draughtsman,DSA Engineering Consultants PVT LTD,Bangalore/Bengaluru,3-8 Lacs PA,6-10 Yrs,https://www.naukri.com/job-listings-senior-structural-draughtsman-dsa-engineering-consultants-pvt-ltd-bangalore-bengaluru-6-to-10-years-170523010909,"Candidate must be BTech / BE - Civil, Diploma - Civil, I.T.ISenior structural draughtsm...","autocad drafting,structural draughtsman,structural draftsman,structural draftig,senior,civil,structural design,structural engineering",,,,,,
Project Engineer - ANSA,BVR People Consulting,Bangalore/Bengaluru,Not disclosed,1-2 Yrs,https://www.naukri.com/job-listings-project-engineer-ansa-bvr-people-consulting-bangalore-bengaluru-1-to-2-years-170523010552,1 - 2 years of experience in the Automotive domain using ANSA (sub-system level).,"telecom,server,compensation,engineering,commissioning,vhf,cl,project",,,,,,
Hiring Labview Application Engineer For Bangalore,Flipcarbon Integrated Solutions,Bangalore/Bengaluru,Not disclosed,4-6 Yrs,https://www.naukri.com/job-listings-hiring-labview-application-engineer-for-bangalore-flipcarbon-integrated-solutions-bangalore-bengaluru-4-to-6-years-170523010423,"Good familiarity with the usage of various test and measurement equipment like DSOs, MS...","Automation,Ni Hardware,Labview,Defense,Aerospace,sql,signalling,hiring",,,,,,
Immediate Joining- Project Engineer For BMS Multinational Company,Azbil India,"Noida, Bangalore/Bengaluru",Not disclosed,3-4 Yrs,https://www.naukri.com/job-listings-immediate-joining-project-engineer-for-bms-multinational-company-azbil-india-private-limited-noida-bangalore-bengaluru-3-to-4-years-170523010190,3 4 years of experience required in BMS project execution and handover process,"Project Engineering,Building Management System,Site Engineering,project,site,building,bms,system",,,,,,
Preventive Maintenance Executive,Electro Kleen Systems Llp,Remote,2-2.25 Lacs PA,24 May - 25 May,https://www.naukri.com/job-listings-preventive-maintenance-executive-electro-kleen-systems-llp-bangalore-bengaluru-2-to-3-years-170523009174,Roles and Responsibilities :Carry out basic check point for CNC machine.Mechanical and ...,"maintenance,machine maintenance,preventive maintenance,preventive,machine,Air Leak Identification and Arresting.  Machine Maintenance",,,,,,
Associate Manager - Methods/Engineering,Ankit Aerospace Pvt Ltd,Bangalore/Bengaluru(Jigani),Not disclosed,10-12 Yrs,https://www.naukri.com/job-listings-associate-manager-methods-engineering-ankit-aerospace-pvt-ltd-bangalore-bengaluru-10-to-12-years-170523009148,Qualification : - BE / B. tech Mechanical / Industrial engineering Should have knowledg...,"APQP,FMEA,SPC,EMS,methods,engineering,management",,,,,,
Project Engineer,K12 Techno Services,Bangalore/Bengaluru,Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-project-engineer-k12-techno-services-bangalore-bengaluru-4-to-9-years-170523008990,Bachelors Degree in appropriate field of study or equivalent work experience Master deg...,"Project Monitoring,civil,Site Execution,project analysis,Project Planning,project,project control,project management",,,,,,
Production Incharge - Electrical,Reflections Interior Products,Bangalore/Bengaluru(Whitefield),4-6 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-production-incharge-electrical-reflections-interior-products-bangalore-bengaluru-5-to-10-years-170523007960,"Production, Planning & Control (Electrical & Electronics)Roles & Responsibilities:Super...","Production Management,Manpower Handling,Assembly,electronics manufacturing,lighting,flooring,led lighting,engineering",,,,,,
Mechanical Design Engineer (OEM) - Stack,Ohmium Operations Pvt Ltd,Bangalore/Bengaluru,Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-mechanical-design-engineer-oem-stack-ohmium-operations-pvt-ltd-bangalore-bengaluru-4-to-9-years-170523007671,Education & Skills Required: . Bachelors degree in mechanical engineering or a related ...,"solidworks,engineering,mechanical design,teamcenter,mechanical,stack,design,solid works",,,,,,
Manufaturing Head,Ashwin Precision Products,Bangalore/Bengaluru(Dabaspete),3-4 Lacs PA,17 May - 26 May,https://www.naukri.com/job-listings-manufaturing-head-ashwin-precision-products-private-limited-bangalore-bengaluru-2-to-5-years-170523007044,Submitting required reports,"Plant Operations,production management,maintenance operations,production operation,plant,manpower handling,plant operation,quality",,,,,,
CNC and VMC Operators,Ankit Aerospace Pvt Ltd,Bangalore/Bengaluru(Jigani),2.75-3.5 Lacs PA,21 May - 28 May,https://www.naukri.com/job-listings-cnc-and-vmc-operators-ankit-aerospace-pvt-ltd-bangalore-bengaluru-1-to-2-years-170523006494,Qualification - Diploma / ITI Experience - minimum one year experienceKey skills - Shou...,"CNC Milling,cnc machines,CNC,Operating,vmc,turning,milling,cnc turning",,,,,,
Join Our Team as a Staff Electrical Engineer - Product Support!,Bloom Energy,Bangalore/Bengaluru(Rajaji Nagar),Not disclosed,8-13 Yrs,https://www.naukri.com/job-listings-join-our-team-as-a-staff-electrical-engineer-product-support-bloom-energy-bangalore-bengaluru-8-to-13-years-170523006474,"Bloom Energy, a solid oxide fuel cell company, is looking for a Staff Electrical Engine...","Electrical,as,ul,join,electrical engineering,team,nec,product support",,,,,,
Seeking Talented Staff Engineer-Firmware - Join Our Cutting-Edge Tech,Bloom Energy,Bangalore/Bengaluru(Rajaji Nagar),15-30 Lacs PA,6-10 Yrs,https://www.naukri.com/job-listings-seeking-talented-staff-engineer-firmware-join-our-cutting-edge-tech-bloom-energy-bangalore-bengaluru-6-to-10-years-170523006222,This individual should be a dynamic professional who is looking for a rewarding future ...,"CAN,Microcontroller,Firmware,i2c,electronics,join,cvs,power electronic",,,,,,
Electrical Drafting Engineer - Panel Design,BVR People Consulting,Bangalore/Bengaluru,3-4.5 Lacs PA,1-5 Yrs,https://www.naukri.com/job-listings-electrical-drafting-engineer-panel-design-bvr-people-consulting-bangalore-bengaluru-1-to-5-years-170523006012,. Bachelors degree in Electrical Engineering or related field Should Have experience in...,"panel designing,eplan,autocad,electrical design,electrical equipment,electrical panel design,draft,panels",,,,,,
UI/UX Designer,Elvira Infotech,Kolkata,Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-elvira-infotech-kolkata-0-to-2-years-290523005084,Freshers can apply. Only Female candidates can apply candidates from Kolkata can apply ...,"website layout design,Mobile App Designing,Photoshop,Layout design,Xd,UX,Figma,Web designing",,,,,,
UI/UX Designer,Elvira Infotech,Kolkata,Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-elvira-infotech-kolkata-0-to-2-years-260523009261,Only Female candidates from Kolkata or nearby can apply. Knowledge in Website Layout/ M...,"Mobile Application Design,website layout,Adobe Xd,Web technologies,Draw,Design,Web designing,Photoshop",,,,,,
UI/UX and Graphic Designer,Victorious Infotech,Noida,Not disclosed,0-3 Yrs,https://www.naukri.com/job-listings-ui-ux-and-graphic-designer-victorious-infotech-pvt-ltd-noida-0-to-3-years-200722501110,"Smoothly able to maintain code quality, organization, and automatization . . . . Multi-...","software testing,ux,html,management,graphic designing,business process testing,ui/ux,css",,,,,,
UI/UX Designer,Elvira Infotech,Kolkata,1-2.5 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-elvira-infotech-kolkata-0-to-2-years-180523007230,Experience in Website Layout/ Mobile app Design Up-and-comers with work experience will...,"Mobile App Designing,Photoshop,website layout,adobe xd,mockups,ux,illustrator,corel draw",,,,,,
UI/UX Designer - InVision/Photoshop,Tailwebs,Bangalore/Bengaluru,Not disclosed,0-4 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-invision-photoshop-tailwebs-bangalore-bengaluru-0-to-4-years-301222903335,"Understand the requirement and build graphics, web and mobile screens, create coherent ...","InVision,Marvel,Zeplin,Usage,Design,User interface designing,Interfaces,UX Design",,,,,,
UI/UX Designer - Adobe Creative Suite,Hyrezy Talent Solutions,"Delhi / NCR, Bangalore/Bengaluru",Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-adobe-creative-suite-hyrezy-talent-solutions-delhi-ncr-bangalore-bengaluru-0-to-2-years-090323909646,The job may also require the following skills and qualifications : . - A bachelors degr...,"UX,Creative,UX Design,Product management,Adobe Creative Suite,Canva,Prototyping,Design",,,,,,
UI/UX designer and Front end developer Trainee,Nesote Technologies (P) Ltd,Kochi/Cochin,Not disclosed,0-1 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-and-front-end-developer-trainee-nesote-technologies-p-ltd-kochi-cochin-0-to-1-years-170223504006,"The ideal candidate should have an eye for clean and artful design, possess superior UI...","training and development,ux,end,ui development,ux design,ui/ux,front end,training",,,,,,
UI UX Designer,Jhink.com,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-jhink-com-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-271218501134,Please mention the position youre applying for in the subject of the email. . UI UX Des...,"design,ux,illustration,management,technology management,ui,ui/ux,web designing",,,,,,
UI/UX Designer,Lilac Infotech,Calicut/Kozhikode,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-lilac-infotech-pvt-ltd-calicut-kozhikode-1-to-3-years-130522500755,"Benchmark for selection . . MCA, BE / B.TECH, BCA, BSC IT or Equivalent, Any Diploma in...","ui/ux,san,web technologies,technical,ux design,photoshop,french,design",,,,,,
CN - Strategy - MT - SONG - UI/UX Designer - Manager,Accenture,"Mumbai, New Delhi, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,8-13 Yrs,https://www.naukri.com/job-listings-cn-strategy-mt-song-ui-ux-designer-manager-accenture-solutions-pvt-ltd-mumbai-new-delhi-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-8-to-13-years-030623906339,Perform assessment of the existing experience & highlight the gapsTeam building skills ...,"ui design,ux design,Marketing,Interfaces,Management,Spark,Client handling,Handling",,,,,,
Senior UI/UX Designer,Eventjini,Chennai,Not disclosed,0-5 Yrs,https://www.naukri.com/job-listings-senior-ui-ux-designer-eventjini-chennai-0-to-5-years-260917500343,Role: We are looking for an experienced and talented UI Designer to create amazing user...,"Visual,Tools,Management,HTML,Illustrator,Photoshop,Javascript,Prototyping",,,,,,
Senior UI/UX Visual Designer,Fitfyles,Delhi,Not disclosed,0-5 Yrs,https://www.naukri.com/job-listings-senior-ui-ux-visual-designer-fitfyles-llp-delhi-0-to-5-years-160317500775,"BA / BS or graduate degree from a top school or program, with an exceptional academic r...","graphics,management,interaction design,ui/ux,visual design,visual,healthcare,ux design",,,,,,
Tailwebs - UI/UX Designer - InVision/Photoshop,Tailwebs,Bangalore/Bengaluru,Not disclosed,0-4 Yrs,https://www.naukri.com/job-listings-tailwebs-ui-ux-designer-invision-photoshop-tailwebs-bangalore-bengaluru-0-to-4-years-280323907349,Experience Required : 0-4 years. - Knowledge of communicating feature requirements acro...,"UI/UX Designing,project,zeplin,data,ux,ui and ux,marvel,adobe",,,,,,
UI/UX Designer,Assetcorp Technologies,Bengaluru,Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-assetcorp-technologies-bengaluru-bangalore-0-to-2-years-301019501403,"Must have Good Knowledge of Programming Skills Required: . . Adobe Illustrator, Photosh...","jquery,design,time,ux,photoshop,time managements,graphics,management",,,,,,
UX / UI Designers,Wow Labz,Bangalore/Bengaluru,Not disclosed,0-5 Yrs,https://www.naukri.com/job-listings-ux-ui-designers-wow-labz-bangalore-bengaluru-0-to-5-years-290822500057,What are we looking for? We are looking for passionate designers who are willing to put...,"ui and ux,ui/ux,html,software testing,ui,interaction design,analytical,analytics",,,,,,
UI UX Designer,Global Talent Pool,Bengaluru,Not disclosed,0-1 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-global-talent-pool-bengaluru-bangalore-0-to-1-years-280918500891,"Up- to- date knowledge of design software like Adobe Illustrator, photoshop, premier pr...","time managements,adobe,time,software design,time management,ui/ux,ux,software",,,,,,
UI / UX Designer,Mantra Labs,Bengaluru,Not disclosed,0-3 Yrs,https://www.naukri.com/job-listings-ui-ux-designer-mantra-labs-pvt-ltd-bengaluru-bangalore-0-to-3-years-240518500886,We always believed users should be a pivotal point and that apps should always be creat...,"time,operating,assembly,pmp,sql,languages,six sigma,python",,,,,,
